Area_code,Area_name,ow_obs,hyp_ten,low_bw,alc,smoke,activity,eating,sti_screen,teen_preg,in_eet,pupil_abs,ey_dev,training,ks4_dev,low_pay,pov_child,unempl,wp_safety,incare_child,avoid_mort,suicide,inf_mort,dementia,disability,diff_adls,kidney,frailty,cancer,diab,srwb_sat,srwb_worth,srwb_hap,srwb_anx,depres,semh_child,self_harm,air_poll,pub_greenspace,priv_greenspace,env_noise,road_safety,road_traff,rough_sleep,house_afford,GP_dist,pharm_dist,sport_dist,crime_pers,hle,musculo,resp,cvd,ow_obs_child,drug,can_screen,vac
E06000056,Central Bedfordshire,60.99234863,14.21,2.707164081,586.51,13.8,63.38977282,55.76467495,458.2767944,14.46416831,3.3,10.62891,73.15472936,18.9,64.1,26.3,8.9,2.9,356,50.77,189.6,8.972612459,3.433649768,0.64,16.3,29.23,3.41,526.07,3.14,6.33,7.88,8.02,7.75,2.61,10.27,13.98,163.04,10.1658,1581.538367,90.1,2.990568178,292.19,0.003103584,5.994231434,10.67,1.07,1.07,0.49,60.06219897,66.80809433,0.625,4.07,1.558,24.41853488,42,73.29624513,93.73525185
E06000057,Northumberland,62.20952733,17.73,2.445193929,954.69,12.1,65.67921241,55.79808769,482.7721558,17.26973684,3.9,10.84195,74.97733454,15.2,63.5,33.3,16.7,4.3,319,65.68,228.6,11.3,2.674446876,1.04,23.3,38.02,5.93,579.62,4.02,8.08,7.58,7.89,7.47,2.72,12.09,14.41,392.38,6.0358,1519.365315,92.8,2.391717004,284.22,0.000395079,0.312232651,5.48,1.3,1.3,0.6,64.56346753,62.17294067,1.235,5.055,2.544,29.90288554,95,75.18345201,91.84075903
E06000058,"Bournemouth, Christchurch and Poole",61.88525788,14.16,2.750434279,806.83,14.6,70.99272586,59.74012256,711.8087158,13.09651956,3.120538562,11.09241349,74.69285657,21.9,,19.5,10,3.3,233,65.54140087,218.4,12.30467739,3.42294206,1.02,18.7,32.75,5.82,639.64,3.74,6.16,7.653210312,7.839126215,7.491364128,2.86364512,10.83,15.57410079,368.82,9.303682269,646.1181857,88.5,6.887580303,492.1174864,0.003450319,11.36983809,9.6,0.621185394,0.621185394,0.493341798,78.67927961,65.55619201,0.9,4.24,2.086,25.35430373,65.74573757,71.01972527,91.6412341
E06000059,Dorset,61.67326751,18.03,2.696456086,548.57,12.4,70.50358497,64.32799339,774.5529785,12.11072664,2.9,11.08399,70.26239067,18.7,66.3,27.6,10.2,2.6,296,58.68,184.7,12.22466268,3.575019551,1.1,19.5,34.25,6.38,562.04,4.88,7.13,7.887003166,8.123323674,7.722646328,2.711988956,10.95,16.72,274.1,7.986742468,1704.106304,91.4,4.085960462,258.75,0.001084129,9.296543811,10.49,1.502837757,1.502837757,0.65043452,41.87181724,65.53298148,1.215,4.85,2.608,25.45807385,48,74.91188007,92.88628502
E06000060,Buckinghamshire,53.75956807,13.94,3.099059214,535.43,10.24536282,70.54704117,57.81270179,639.2107544,8.542501582,1.7,10.7459,73.90267176,21.4,76.8,17.8,10.51082919,2.9,242,38.59,165.8218424,8.004911038,4.084373077,0.79,17.1,26.14,3.11,495.64,3.3,6.09,7.89,8.01,7.68,2.89,10.72,11.95,144.68,10.419,1631.155709,88.4484523,2.294708177,204.13,0.002707748,7.221433214,11.98,1.115667233,1.115667233,0.507544046,51.90173666,68.56077169,0.705,3.73,1.606,23.5378685,31,72.5195587,91.82443416
E08000001,Bolton,62.86546206,13.84,4.303405573,702.95,15.3,61.12453546,50.4170472,609.0700073,19.40734558,4,12.62011,67.50629723,13.3,61,27.7,27.9,4.9,263,91.2,291,11.7,5.302894122,0.78,22.5,34.42,5.72,607.06,2.46,8.36,7.71,7.89,7.52,2.93,11.67,14.07,204.21,8.4678,653.429451,91.4,1.212452518,299.5,0.010389802,7.358815861,4.86,0.55,0.55,0.4,100.7877437,60.4340955,0.59,4.35,1.616,29.18028239,68,69.97559554,91.91526179
E08000002,Bury,63.55505073,14.04,3.302845528,625.91,16,61.26821093,46.39957684,604.1940308,22.68431002,3.6,11.78367,70.86285952,15.9,61.3,27.7,19.6,4.2,346,77.24,262.2,9.3,4.099560761,0.91,22.7,33.82,4.84,595.22,2.74,7.52,7.65,7.87,7.6,2.96,8.17,15.08,220.34,8.2247,568.3629735,93.4,4.745965652,198.56,0.011241358,1.578050371,5.89,0.68,0.68,0.41,80.48056894,61.0626507,0.725,4.325,1.744,27.71118767,45,70.76104817,85.56170572
E08000003,Manchester,62.99092359,10.15,3.432458083,775.07,17.2,67.82002089,47.60695403,1493.334717,22.38713667,3.4,11.3174,66.93647963,22.1,55.3,17.6,28.9,5.2,185,103.73,385.8,8.7,6.357615894,0.47,20.7,35.06,2.68,698.19,1.82,6.43,7.53,7.75,7.38,3.01,11.73,15.94,172.45,8.679,443.2678358,79.3,6.878733289,525.74,0.01652942,22.4605434,6.55,0.47,0.47,0.44,138.7148552,57.65334489,0.61,3.905,1.208,32.80518675,51,60.23036951,85.37356509
E08000004,Oldham,67.14096107,13.31,3.545845272,737.31,18,58.91502075,48.05950593,642.1719971,27.52293578,3.8,12.57347,64.12888509,14.2,56.9,27.6,33.1,5.3,302,93.28,315.6,8.4,5.487804878,0.75,27.4,37.34,3.85,557.85,2.67,8.52,7.58,7.86,7.45,2.78,12.12,14.38,201.84,8.2753,750.6201886,91.2,4.435050908,395.98,0.005464249,0.848813571,5.06,0.6,0.6,0.41,101.6666454,59.82617996,0.755,4.63,1.638,29.71737729,48,68.81165588,90.93128621
E08000005,Rochdale,64.23502222,14.39,3.018108652,704.23,16.2,60.06445572,43.20413248,624.4879761,23.18684281,3.4,12.4327,66.16492147,17.4,58.8,29.9,25.8,5.1,362,95.53,331.5,10.9,4.622322435,0.67,24.9,36.34,4.35,614.47,2.87,8.63,7.48,7.8,7.39,3,16.82,13.85,228.59,8.0288,697.2654261,92.1,4.537093985,226.25,0.007267299,1.363630165,4.83,0.62,0.62,0.45,100.8177236,59.90375953,0.75,4.825,1.81,31.37326512,61,68.95899619,89.90046293
E08000006,Salford,66.20687903,12.17,3.001277139,885.11,20,61.71276814,49.88107133,1230.863892,28.9815818,5.5,12.94987,67.42925948,19.8,54.5,18.5,20.5,5,265,102.77,324.6,10.7,4.903774981,0.73,22.4,33.37,3.34,705.98,2.24,6.54,7.55,7.8,7.3,2.95,10.43,19.11,380.69,8.714,528.307046,82.1,3.487308704,260.47,0.015878862,10.21980441,6.35,0.58,0.58,0.4,98.04330053,58.54491093,0.55,4.045,1.668,31.02224646,82,65.49165455,88.29286825
E08000007,Stockport,60.60806225,15.06,1.692573402,709.25,13.3,68.27931843,56.47477699,594.3321533,15.0209852,2,11.75803,70.00278009,20.6,67,26.3,13.2,3,241,57.54,224.2,8.8,4.688279302,0.93,19.2,31.7,3.1,550.23,3.37,6.71,7.72,7.98,7.62,2.63,13.73,13.7,252.3,8.0512,510.0484002,90.7,2.794069202,217.23,0.010409102,2.399108902,7.33,0.57,0.57,0.38,67.5486248,64.84700129,0.975,4.555,2.028,27.46707524,66,71.59522203,93.59245097
E08000008,Tameside,65.49124833,15.99,3.706788838,713.24,17,62.51133747,51.13722738,742.0655518,28.01428179,2.9,10.71727,65.69632815,16.2,61.9,25.4,20.9,4.7,347,124.08,316.5,11.6,3.632103105,0.86,24.3,39.03,2.96,621.07,2.85,8.04,7.73,7.97,7.61,2.61,14.15,13.73,237.78,8.3712,570.757295,92.4,4.543449529,351.2,0.007977229,15.98600337,5.92,0.64,0.64,0.4,93.24724574,59.33204439,0.76,4.94,1.946,30.19749626,66,68.74400918,90.93624892
E08000009,Trafford,57.30333983,14.28,3.408606732,600.96,13.5,67.15741763,54.24139537,758.507019,12.26704411,2.4,8.54394,75.30364372,19.9,79.1,23.7,11,3.7,321,68.47,219.5,6.8,4.183070866,0.83,18.6,31.41,5.04,547.96,3.54,6.42,7.77,7.86,7.54,2.68,13.98,12.33,156.26,8.2388,570.4442447,92.5,4.425265474,247.52,0.009753223,1.269196599,7.53,0.53,0.53,0.4,66.50167111,66,0.875,4.585,1.888,25.35505124,41,71.63588778,92.54600434
E08000010,Wigan,68.74102016,16.07,2.686953707,761.36,15.5,61.84547796,47.44667547,466.6834412,18.72948446,2.8,11.28658,68.63270777,13.5,62.2,31.5,17.5,4.1,343,70.36,281.6,12.3,3.486290399,0.82,22.4,36.89,4.79,674.06,3.13,7.73,7.75,8.09,7.63,2.54,13,15.67,337.3,7.961,737.0623288,94,2.090023644,223.08,0.007146809,5.213316651,4.8,0.66,0.66,0.44,75.16375948,61.40078568,0.84,4.83,2.092,31.26964757,100,70.91921031,92.79067419
E08000011,Knowsley,71.20021573,15.45,2.333152469,939.67,18.1,63.32006207,43.42101433,818.2655029,30.79416532,5.4,15.99277,68.32797428,14.5,41.9,21.2,19.6,3.6,583,87.46,344.5,11.5,3.355704698,0.71,24.1,42.39,5.01,670.96,3.14,7.9,7.56,7.89,7.52,2.93,16.3,19.26,346.59,8.9456,349.1106492,92.5,2.989943674,213.62,0.012717871,0.668578802,5,0.6,0.6,0.53,67.47965849,58.71964819,0.845,4.835,2.05,34.76170389,101,66.7257914,90.7920285
E08000012,Liverpool,62.44599387,13.8,2.477012573,997.02,14.7,66.41949341,49.24915424,1122.705811,26.26838787,5.4,14.22803,66.05366861,15.2,57.1,22.1,23.7,4,222,127.3,354.8,9.5,6.123939547,0.64,24.3,37.47,5.67,645.56,2.83,6.45,7.5,7.72,7.43,2.81,12.4,18.2,281.23,9.3334,352.6912314,83.9,5.6225545,544.92,0.01504715,3.031442118,4.21,0.44,0.44,0.45,95.88451418,59.24590917,0.845,4.44,1.766,32.34982424,102,63.43715014,89.03277474
E08000013,St. Helens,72.55393066,17.75,2.782415136,882.7,15.8,61.74636552,49.03887856,680.9095459,37.25562523,4.8,11.19029,69.03745851,17.9,59.8,32.9,17.6,3.5,436,120.62,289.7,16.1,3.504088103,0.99,25.6,37.34,4.26,631.11,3.41,7.98,7.63,7.86,7.45,2.94,15,17.48,433.37,8.3773,453.7485601,94.5,3.60457431,258.54,0.006751008,7.77566107,4.78,0.74,0.74,0.44,73.66328055,59.25076674,0.56,5.435,2.254,33.3404383,125,70.7455249,89.37838826
E08000014,Sefton,71.24242045,17.46,2.889447236,912.31,11.1,63.6890936,48.33154484,731.6604004,17.8981184,3.1,11.75857,70.82219251,17.6,62.3,32.9,15.6,3.1,448,89.7,256.5,11.5,4.197012714,1.05,25.1,38.34,6.2,568.73,3.95,7.37,7.61,7.95,7.4,3.07,12.09,12.26,333.33,7.8618,534.6704645,92.1,3.505988102,539.09,0.005361768,3.994248282,6.09,0.58,0.58,0.46,63.43229386,63.16976572,0.675,4.75,2.384,30.38976922,89,68.76057726,89.25195421
E08000015,Wirral,62.4771087,16.18,2.073578595,895.05,12,62.10462769,50.24019035,708.5452881,20.55968018,3.4,13.31707,70.45269721,16.1,66.8,30.4,14.8,2.8,287,123.03,278,9.7,5.078669588,0.95,23.8,39.18,5.12,552.96,3.68,7.27,7.68,7.94,7.48,2.81,16.48,16.76,287.98,8.0131,460.4826575,93.4,2.420611376,364.69,0.007839676,4.949959008,5.77,0.55,0.55,0.47,66.54601142,62.5863641,0.93,4.79,2.248,30.29219475,100,70.03187063,92.8195793
E08000016,Barnsley,69.72356323,15.62,2.865329513,856.27,17.4,60.27405169,47.66676861,495.6637573,26.2808601,2.8,13.30061,69.99653139,15.8,60.8,24.5,19.7,5,342,61.77,267.3,9.2,2.800097395,0.81,27.4,39.96,4.4,595.73,3.04,7.66,7.73,8,7.48,2.8,12.27,15.3,333.33,7.4596,882.9991724,94.3,5.831997684,320.75,0.004168631,6.933144099,4.65,0.73,0.73,0.46,84.26217073,61.02839734,0.535,4.695,2.164,25.05177021,72,73.45824259,95.1062044
E08000017,Doncaster,71.43931222,15.5,3.298197892,828.71,19.6,60.12839252,53.13500118,626.4438477,22.62908866,3.2,14.33661,70.5285638,20.9,58.5,30.2,21.5,5.6,398,86.39,278.8,12.3,4.045853001,0.87,26.5,37.88,5.46,553.25,2.95,8.3,7.59,7.79,7.37,3.2,10.73,13.82,240.24,8.5418,1301.403245,94.1,7.113369528,251.98,0.004094168,8.69447611,4.98,0.73,0.73,0.51,107.2898352,59.14972081,0.635,4.775,1.942,29.53100537,62,71.50627307,89.87420226
E08000018,Rotherham,62.71151303,16.06,2.983383686,768.22,18.9,55.76641864,54.15493262,559.3547974,20.76124567,3.4,12.52822,73.10136157,23.2,58.9,30.3,20.2,4.9,293,108.7,273.6,13.1,3.615249781,1.03,27.4,35.99,4.16,618.74,3.06,7.52,7.39,7.68,7.35,3.14,14.4,16.62,172.32,7.9883,899.484521,94.8,7.410022375,270.43,0.005910573,1.889137835,5.15,0.69,0.69,0.42,86.03511529,59.19483019,0.615,4.965,2.066,30.82943955,53,72.75965636,94.54134218
E08000019,Sheffield,62.48058414,12.97,2.927525884,736.45,12.5,68.86047726,53.5676267,646.9189453,19.2689478,3.6,13.27695,70.34929667,29.6,59.5,21.7,20.9,4.8,196,53.81,249.7,8.1,3.978432707,0.84,22.9,34,3.93,567.52,2.72,6.48,7.73,7.87,7.45,3,10.94,16.5,167.42,7.3962,567.4402223,85.9,3.458664402,496.58,0.005391129,4.463473338,5.73,0.55,0.55,0.45,80.91590473,60.99613532,0.785,4.255,1.866,28.76064852,28,71.23744597,91.1749398
E08000021,Newcastle upon Tyne,60.83662764,11.98,3.812213202,914.19,16,67.12072613,54.93633804,930.8843384,24.15812592,5,13.34702,70.92307692,13.7,60.2,23.1,23.1,5.4,199,98.36,303.5,10.6,2.534468775,0.72,25.4,35.51,4.45,636.22,2.4,6.19,7.59,7.73,7.39,2.89,9.2,15.56,296.75,6.9836,359.9533714,86.2,7.335632183,479.32,0.01035283,4.996735466,5.88,0.58,0.58,0.42,114.6584232,59.15054698,0.72,3.925,1.598,32.03178348,70,68.58935954,90.58085444
E08000022,North Tyneside,64.92547599,15.54,2.918973327,1067.17,14.9,62.27849065,47.18804859,673.4473877,18.39896708,2.9,10.62465,72.84853701,14,64.4,20.1,15.2,4.7,335,68.99,264.9,12.6,3.29588015,0.9,24.1,37.89,5.33,630.74,3.54,7.36,7.72,7.9,7.7,2.76,11.67,14.03,409.66,6.9409,470.8068504,94.4,2.358471374,297.75,0.01052626,1.456416729,5.71,0.6,0.6,0.42,79.17566813,62.04266961,1.165,4.73,2.288,29.20297228,87,72.52453087,94.44299625
E08000023,South Tyneside,71.65582314,15.84,2.895480226,982.55,18.8,60.2690421,54.87273248,647.0241089,20.05347594,3.9,11.50908,72.78708134,14.7,61.8,34.5,21.7,6.5,280,107.74,308.4,8.3,3.136107046,0.95,27.8,40.48,5.94,588.46,3.45,7.59,7.62,7.89,7.36,3.12,12.75,19.55,315.93,7.0342,386.8419567,96.5,6.427574351,381.81,0.007890564,0.665490966,4.86,0.63,0.63,0.44,84.51735268,59.10595082,0.695,5.115,2.268,31.51438857,96,69.64426975,94.79502793
E08000024,Sunderland,69.2305001,17.29,3.821656051,992.9,20.2,60.1098706,54.47814548,664.8808594,28.96039604,4.9,12.63094,71.1461126,19.9,57.1,20.3,19.6,6.1,256,106.35,290.3,11.1,2.775529085,0.86,28.2,40.03,4.82,638.52,3.32,7.55,7.62,7.88,7.48,3.21,12.36,15.48,181.1,7.0966,637.1657349,94,3.369265695,341.3,0.008548599,1.80234088,4.36,0.66,0.66,0.42,93.95603009,57.1827534,0.81,4.865,2.288,33.19518249,61,71.94458397,93.23846581
E08000025,Birmingham,65.06403375,12.09,4.043632321,706.06,16.2,61.00610648,49.41689652,995.0102539,19.16686732,2.7,12.9846,67.69259351,16,59.4,21.2,26.8,7.3,212,66.72,288.1,8.149255477,7.405772087,0.59,19,33.39,3.88,582.83,2.11,8.74,7.69,7.72,7.56,2.72,9.99,16.69,184.15,10.1921,527.2157765,85.9,5.223528835,635.12,0.015369348,7.972846762,6.63,0.53,0.53,0.47,87.79768945,59.40194187,0.63,3.78,1.322,31.90468813,50,63.04606043,84.87316312
E08000026,Coventry,64.80846709,12.55,2.923673997,872.25,15.9,60.5757577,57.55045948,859.281189,21.18030413,3.4,11.84816,67.7455608,18.6,60,20.9,17.6,4.6,200,84.04,274.8,8.632879255,4.972125961,0.59,21.8,32.59,4.3,582.73,2.26,6.72,7.47,7.69,7.34,3,9.9,16,219.88,10.2623,664.067802,85.2,11.4344916,460.01,0.013399377,6.815982115,6.98,0.48,0.48,0.39,70.32730346,62.19548264,0.66,3.53,1.266,30.52900443,53,67.01923093,86.74698068
E08000027,Dudley,64.71176469,17.69,3.777033201,621.76,13,56.55750047,51.88660618,428.95578,19.32457786,2.7,12.30617,66.64175386,9.2,60,26.7,19,5.4,302,95.91,248.4,9.730167584,4.415209948,0.88,21.5,35.79,6.64,628.98,3.44,8.02,7.51,7.67,7.31,2.83,12.8,16.7,189.64,9.6128,622.002359,92.9,4.164050913,369.07,0.01189381,1.559449327,6.12,0.61,0.61,0.4,67.19667151,59.85887857,0.69,4.56,2.068,32.16472646,32,69.13482837,93.71449785
E08000028,Sandwell,70.961881,15.49,3.767622752,641,16.7,59.51185648,50.14159858,805.0446167,26.38015374,2.2,11.23332,66.35308247,9.4,50.6,29.1,25.1,6,462,92.38,309.5,10.55840744,8.234283259,0.65,20.5,36.73,4.09,646.3,2.2,9.49,7.54,7.74,7.3,2.47,9.21,14.96,176.4,10.6441,462.2501402,91.7,2.990893054,421.84,0.016984142,4.276402202,6.35,0.54,0.54,0.45,82.15885001,57.50329405,0.74,4.195,1.698,33.25308905,41,64.39145388,87.9142301
